"039dZZqX-csUC","25","80000","Hipotecada","0","Médico","15500","B",\N,"0.19","Não","3","Não"
"03az6cud-BmiS","23","85596","Hipotecada","5","Educativo","6000","B","10","0.07","Não","3","Não"
"03c5vbkb-p8u5","25","70000","Alugada","2","Melhora do lar","7000","C","13.79","0.1","Não","2","Sim"
"03dxIafi-8oix","22","90000","Hipotecada","6","Médico","6000","B","9.25","0.07","Não","2","Não"
"03gQN1Nm-6qQ7","29","65000","Hipotecada","13","Educativo","10000","D","15.33","0.15","Não","6","Sim"
"03htSZqN-Wf9Y","23","37344","Hipotecada","0","Educativo","3200","C","12.68","0.09","Não","4","Não"
"03jeotCq-OhMW","23","36000","Alugada","7","Pessoal","12250","B",\N,"0.34","Sim","3","Não"
"03NW1kqM-wpeJ","27","49200","Hipotecada","2","Pagamento de débitos","7500","E","16.32","0.15","Sim","7","Não"
"04039kHJ-uCxY","24","30000","Alugada","5","Educativo","4800","A","6.99","0.16","Não","4","Não"
"042HuhgK-vW5P","22","38004","Alugada","5","Educativo","12000","B","10.75","0.32","Sim","3","Não"
"047HzPzb-NBkZ",\N,"100000","Hipotecada",\N,"Pessoal","9000","D","15.37","0.31","Sim","9","Não"
"04a92nuf-vCXo","22",\N,"Hipotecada",\N,"Educativo","11000","C","6.03","0.17","Não","8","Não"
"04sEknJ6-sUsD","25","162000","Alugada","9","Pessoal","25000","C","11.03","0.15","Não","2","Não"
"04TpfFRn-ftsE","30","72000","Alugada","1","Pagamento de débitos","10000","B","9.99","0.14","Não","7","Não"
"05AU2u3q-jNEJ","25","45000","Alugada","0","Empreendimento","10000","C","12.98","0.22","Não","2","Sim"
"05cdQwaw-YPya","25","96000","Alugada","0","Melhora do lar","6000","A","6.99","0.06","Não","4","Não"
"05ChJrDC-enrd","29","61000","Alugada","2","Pessoal","15000","D","14.96","0.25","Sim","8","Sim"
"05ev6YR1-IqZu","23","130000","Hipotecada","7","Médico","5000","C","14.79","0.04","Não","3","Sim"
"05GKSiRx-QtfS","24","42000","Alugada","8","Educativo","15000","C","15.27","0.36","Sim","3","Não"
"05Gq7adU-tlfE","23","51000","Hipotecada","5","Pagamento de débitos","4000","A","6.03","0.08","Não","2","Não"
"05o7RxO7-9LhQ","23","65000","Alugada","2","Pagamento de débitos","3600","B","11.49","0.06","Não","2","Não"
"05whmQyY-ZQQp","26","70000","Hipotecada","10","Pessoal","8000","B","10","0.11","Não","2","Não"
"05Zoymdh-rP3B","25","100000","Hipotecada","6","Empreendimento","12000","B","9.91","0.12","Não","4","Não"
"069gPqWu-n3wl","28","48000","Alugada","0","Melhora do lar","7000","C","12.68","0.15","Sim","10","Não"
"06lcuEh7-NZRD","22","72500","Hipotecada","7","Educativo","13200","A","7.29","0.18","Não","3","Não"
"06Nv331q-J1jv","51","667680","Hipotecada","19","Pessoal","10000","C","13.98","0.01","Não","22","Sim"
"06OeH5Z1-h0tr","24","205000","Hipotecada","2","Médico","11000","B","10.99","0.05","Não","4","Não"
"06sxD5pL-yytn","27","160000","Hipotecada","4","Melhora do lar","25000","B","10.99","0.16","Não","10","Não"
"070GIuX8-rAfi","25","75996","Hipotecada","9","Médico","9000","A","7.74","0.12","Não","3","Não"
"07cvEc0D-f3R6","23","48000","Alugada","1","Médico","2400","A","8.49","0.05","Não","4","Não"
"07d90bS9-6N4Z","25","23198","Alugada","2","Empreendimento","6000","A","8","0.26","Não","2","Não"
"07FcKyu3-kqtK","35","24000","Alugada","2","Pagamento de débitos","6000","C","12.87","0.25","Não","7","Não"
"07w0uHDW-vMqc","35","42000","Alugada","6","Médico","5000","A","6.99","0.12","Não","10","Não"
"080o6UPI-kMLU","23","90000","Hipotecada","4","Pessoal","20000","C","14.65","0.22","Não","3","Sim"
"08EPOgO6-dLPL","25","89016","Hipotecada","9","Médico","4500","A",\N,"0.05","Não","3","Não"
"08FPp5Dj-X89p","22","72000","Hipotecada","7","Educativo","10000","A",\N,"0.14","Não","2","Não"
"08iwXXZl-5U5x","22","14400","Própria","0","Pessoal","2100","B","11.14","0.15","Não","4","Não"
"08jH4n7s-GN7i","23","70800","Hipotecada","6","Educativo","9600","D",\N,"0.14","Não","4","Não"
"08OHjneS-aUOj","25","54000","Hipotecada","2","Melhora do lar","13000","A","6.92","0.24","Não","4","Não"
"08oYjbRK-dftz","24","38000","Alugada","0","Pagamento de débitos","6000","B","10.39","0.16","Não","2","Não"
"08rX5Qdc-ufb0","23","45312","Alugada","3","Educativo","13500","A","7.88","0.3","Não","3","Não"
"08U57lf7-4aJK","27","73400","Hipotecada","10","Médico","2100","A","6.76","0.03","Não","5","Não"
"090g2oWt-uTkL","24","21600","Alugada","0","Médico","1450","A",\N,"0.07","Não","3","Não"
"095kmLry-GPTX","22","64000","Alugada","6","Educativo","7000","A","5.79","0.11","Não","3","Não"
"09CqiPfG-UoQZ","30","45000","Hipotecada","11","Pessoal","10000","D","14.74","0.22","Sim","6","Não"
"09DqpbZ7-jSP4","28","36000","Alugada","13","Médico","10000","A","8.59","0.28","Não","9","Não"
"09gdhdqR-kiFy","25","45000","Própria","5","Empreendimento","10400","B","10.25","0.23","Não","3","Não"
"09gktGmC-H2HQ","23","45000","Alugada","7","Educativo","9000","B","10.65","0.2","Não","2","Não"
"09mgpMgg-5fif","25","66800","Hipotecada","3","Pagamento de débitos","12000","A","9.63","0.18","Sim","4","Não"
"09qUUjDn-3HlF","25","23198","Alugada","2","Empreendimento","6000","A","8","0.26","Não","4","Não"
"09Rxvcfg-ydmc","24","40000","Hipotecada","5","Melhora do lar","15000","A","7.49","0.38","Não","2","Não"
"09u4ZfhB-llWY","27","96000","Hipotecada","4","Pagamento de débitos","2500","C","12.99","0.03","Não","10","Sim"
"09zYHsOD-lW1E","27","46800","Hipotecada",\N,"Médico","8000","D","15.7","0.17","Sim","8","Não"
"0A3DkGIw-lDOm","32","110888","Hipotecada","0","Médico","10400","B","9.91","0.09","Não","6","Não"
"0a9q5Jgt-IDCS","30","47581","Alugada","2","Médico","6000","C","13.16","0.13","Não","9","Sim"
"0AAHisuj-HFU9","30","90000","Hipotecada","2","Melhora do lar","7000","B","11.71","0.08","Não","10","Não"
"0AC8yDzU-oxw1","24","105000","Hipotecada","4","Empreendimento","4000","C","11.34","0.04","Não","4","Não"
"0AeYhoxq-8yCK","24","40944","Alugada","0","Médico","8200","B","11.36","0.2","Não","4","Não"
"0aHnowyt-xHJj","23","34662","Hipotecada","1","Melhora do lar","3000","B","10.75","0.09","Sim","4","Não"
"0AhqXkhX-O8BJ","31","130000","Hipotecada","10","Médico","9800","A","8.49","0.08","Não","5","Não"
"0AijkFqW-s2in","42","72000","Hipotecada","20","Melhora do lar","8400","A","6.62","0.12","Não","11","Não"
"0AMDksEM-Goyc","22","42000","Alugada","6","Educativo","11200","B",\N,"0.27","Não","4","Não"
"0AMtXPyt-J5Kj","32","42000","Alugada","4","Médico","3000","A","7.49","0.07","Não","10","Não"
"0AR1pUY8-WyvR","28","33000","Alugada","3","Pagamento de débitos","13000","A","7.9","0.39","Sim","6","Não"
"0ArqIZfr-CLmA","26","95000","Alugada","9","Melhora do lar","18000","D","15.31","0.19","Não","3","Não"
"0arvB7pF-mh6r","24","75000","Hipotecada","4","Pagamento de débitos","11200","C","13.99","0.15","Não","4","Sim"
"0ATjcoPm-KUIS","21","74000","Hipotecada","0","Pagamento de débitos","15000","B","11.99","0.2","Não","3","Não"
"0aU30mQD-lDxz","27","20000","Alugada","2","Médico","4000","B","10.65","0.2","Não","8","Não"
"0aum7s9J-ix70","24","37200","Alugada","2","Pessoal","6000","B","9.99","0.16","Não","3","Não"
"0AwPRvZO-J1jg","36","122000","Alugada","2","Melhora do lar","15000","A",\N,"0.12","Não","17","Não"
"0AXpIdOt-3KR5","22","59959","Hipotecada","4","Educativo","6000","B",\N,"0.1","Não","3","Não"
"0aYA31zb-E5nw","25","61680","Alugada","1","Empreendimento","7600","C","13.23","0.12","Sim","4","Não"
"0AYDMI7I-XmGq","23","29730","Alugada","2","Pagamento de débitos","5000","A","7.66","0.17","Não","4","Não"
"0B1yUSdW-2kWE","22","80000","Hipotecada","3","Pagamento de débitos","6000","A","7.4","0.07","Não","3","Não"
"0B51115i-H5g0","23","70000","Alugada","1","Empreendimento","3500","A","5.42","0.05","Não","2","Não"
"0b6mt3Tm-aFBt","25","113000","Alugada","8","Pagamento de débitos","14400","B","11.71","0.13","Sim","4","Não"
"0bBF4FGf-Gvi6","22","25000","Alugada","3","Pagamento de débitos","1000","D","15.95","0.04","Sim","2","Não"
"0bdO8Dve-7WyH",\N,"32500","Outros","6","Médico","10000","C",\N,"0.06","Não","5","Não"
"0bFM9kyp-Sgjd","22","25200","Hipotecada","2","Pessoal","7000","A","6.03","0.28","Não","4","Não"
"0Bh1GxFW-iFmP","28","136092","Hipotecada","2","Empreendimento","8000","C","13.61","0.06","Não","5","Não"
"0BIU0hPP-3LC6","25","55800","Hipotecada","1","Pessoal","4000","B","10.75","0.07","Não","2","Não"
"0bjyTao6-bmuW","34","125000","Hipotecada","4","Médico","12000","A","8.94","0.1","Não","9","Não"
"0BlibH5r-epYQ","23","21000","Alugada","3","Pessoal","10000","B","12.21","0.48","Sim","4","Não"
"0Bmexksj-kFXB","31","67200","Hipotecada","2","Pessoal","10000","A","6.03","0.15","Não","7","Não"
"0BPC0PUU-iJve","33","21600","Alugada","2","Pagamento de débitos","6500","C",\N,"0.3","Não","5","Sim"
"0bPhmpB1-DfmY","23","65000","Alugada","2","Pagamento de débitos","5000","","14.59","0.18","Não","10","Sim"
"0BPHyUme-40LL","25","67200","Hipotecada","9","Médico","5000","C","13.8","0.07","Não","2","Sim"
"0BPZ4hUP-2hUg","35","14400","Alugada","1","Melhora do lar","3000","B",\N,"0.21","Sim","7","Não"
"0BPZxh7G-e1nq","29","23850","Alugada","0","Pessoal","6075","B",\N,"0.25","Não","5","Não"
"0BQOA1pC-8X75","49","64800","Hipotecada","4","Melhora do lar","6625","D","18.25","0.1","Não","16","Não"
"0bWSLrM0-Ai6D","22","44000","Hipotecada","4","Educativo","10000","B","12.69","0.23","Não","2","Não"
"0BxkI26g-Du5P","21","29000","Alugada","5","Pagamento de débitos","11325","B","9.91","0.39","Sim","3","Não"
"0c3DUzPc-dDzm","23","24000","Alugada","0","Melhora do lar","5000","C","14.27","0.21","Sim","2","Sim"
"0c62jp26-Dvn8","23","70000","Hipotecada","1","Pessoal","5000","B","11.12","0.07","Não","3","Não"
"0C91Mjeo-yrKo","22","60000","Alugada","4","Pessoal","6600","B","10.99","0.11","Não","2","Não"
"0CatWyak-BZG4","26","132000","Hipotecada","3","Pessoal","2000","A","7.51","0.02","Não","3","Não"
"0CcmbwWH-WhiD","26","67500","Alugada","0","Educativo","3000","B","8.88","0.04","Não","2","Não"
"0CCXRgj8-nLTO","24","81000","Hipotecada","0","Pagamento de débitos","15000","B","12.18","0.19","Não","4","Não"
"0CKEt6md-Shaw","32","150000","Alugada","14","Médico","4600","B","9.62","0.03","Não","6","Não"
"0CL0t22y-TO9g","24","31200","Alugada","4","Pessoal","2725","B","10.74","0.09","Não","2","Não"
"0Cl3tTWH-oenW","31","34000","Alugada","9","Empreendimento","15000","B","9.88","0.44","Sim","6","Não"
"0CmbPtSf-aknU","26","47000","Alugada","7","Médico","15000","A","7.9","0.32","Sim","4","Não"
"0cnt63zM-guru","27","46000","Alugada","1","Empreendimento","10000","A","9.32","0.22","Não","7","Não"
"0COOm1rh-XaoD","22","65000","Hipotecada","1","Pessoal","7500","B","10.08","0.12","Não","4","Não"
"0Cop7PrK-mAGK","23","68000","Alugada","3","Médico","15700","B","11.49","0.23","Não","2","Não"
"0cpaBJdb-JRMZ","32","82350","Alugada","16","Médico","4000","B","9.91","0.05","Não","9","Não"
"0cPuEgY6-ZCFg","35","65004","Alugada","2","Pagamento de débitos","6000","A","7.29","0.09","Não","10","Não"
"0cQrIlzj-u0dc","22","43000","Hipotecada","0","Pessoal","6650","B","10.37","0.15","Não","3","Não"
"0CqTxT2z-6uw6","29","100000","Hipotecada","2","Pessoal","5000","C","15.96","0.05","Não","8","Não"
"0cs93Rjn-Fgdr","25","50000","Hipotecada","9","Pagamento de débitos","18000","A","7.88","0.36","Não","4","Não"
"0cxobii4-bqEk","28",\N,"Própria","2","Outros","12000","A","14.11","0.16","Sim","2","Sim"
"0dfBPkcl-0LRY","25","40000","Hipotecada",\N,"Pagamento de débitos","8000","A","5.79","0.2",\N,"2","Não"
"0DH3dvnB-HIQv","25","60000","Hipotecada","2","Educativo","10000","B","12.21","0.17","Não","3","Não"
"0dH6Wgub-0LR2","23","45000","Hipotecada","1","Educativo","10000","B","12.21","0.22","Não","4","Não"
"0DLnmrYx-KP4v","26","14400","Alugada",\N,"Médico","2350","B","9.91","0.16","Sim","4","Não"
"0DmXJAaM-fOwZ","25","120000","Alugada","9","Empreendimento","4800","C","14.22","0.04","Não","4","Não"
"0DSmG5cW-qSle","29","44000","Alugada","14","Educativo","16000","B",\N,"0.36","Sim","8","Não"
"0Dt9mn80-x831","39","708000","Hipotecada","14","Pagamento de débitos","25000","B","12.18","0.04","Não","12","Não"
"0DtKMqaZ-Mk47","25","29004","Alugada","0","Pessoal","5600","C","13.79","0.19","Sim","4","Não"
"0dUbOTco-xG2n","24","48000","Hipotecada","4","Médico","4000","A","5.42","0.08","Não","4","Não"
"0DvnUceW-OkzA","22","48000","Alugada","5","Médico","15000","B","11.89","0.31","Sim","4","Não"
"0DvtZQKm-vOFx","23","59000","Alugada","5","Pagamento de débitos","3000","A","7.14","0.05","Não","2","Não"
"0dYnXd6J-7yE2","24","89908","Alugada","1","Empreendimento","24250","B","12.53","0.27","Não","3","Não"
"0DYZY2xA-f3SL","41","24000","Hipotecada","5","Pagamento de débitos","1500","A",\N,"0.06","Não","14","Não"
"0E5blurd-pAjP","30","44760","Alugada","1","Médico","3300","B","11.71","0.07","Não","5","Não"
"0E5QkNLY-0nSw","37","60000","Alugada","0","Empreendimento","9700","C","13.61","0.16","Não","11","Sim"
"0E71mmbQ-8nqu","23","50000","Própria","3","Pessoal","1500","B","11.49","0.03","Não","2","Não"
"0eaat4Zj-fJRG","25","110000","Hipotecada","5","Educativo","10800","A","6.92","0.1","Não","3","Não"
"0eAKn4mi-i7bI",\N,\N,"Alugada","4","Pessoal","6400","C","9.38","0.18","Não","4","Não"
"0ed25Xr0-1HoY","29","26400","Hipotecada","7","Médico","4800","A","7.66","0.18","Não","9","Não"
"0eErRc45-AUk2","24","29000","Hipotecada","1","Médico","6000","D","15.62","0.21","Sim","3","Não"
"0EgfgtnX-YOZ6","27","62900","Alugada","3","Médico","12000","D","15.95","0.16","Sim","9","Não"
"0eJLO9x8-89WY","30","42600","Alugada","13","Empreendimento","12000","B","11.71","0.28","Não","8","Não"
"0elty9Iz-Im6K","29","50000","Hipotecada","0","Melhora do lar","3575","B","11.49","0.07","Não","6","Não"
"0eNlArGI-XfEQ","34","67656","Própria","18","Empreendimento","11000","A","7.88","0.16","Não","8","Não"
"0eqE2vdi-l4aH","25","95000","Hipotecada","7","Pessoal","5000","A","7.43","0.05","Não","2","Não"
"0ERrJMwI-QxE3","24","98000","Própria","8","Melhora do lar","12000","A","6.03","0.12","Não","3","Não"
"0eRUPwYC-DHIJ","29","53000","Hipotecada","13","Pagamento de débitos","10750","C","13.11","0.2","Não","7","Não"
"0eW0uNcG-xXEe","22","31356","Alugada","0","Pagamento de débitos","3000","A","7.68","0.1","Não","4","Não"
"0ewjp4js-OTrv","26","54000","Hipotecada","10","Pagamento de débitos","9000","A","8.94","0.17","Não","4","Não"
"0Ewy5h81-pYTG","24","56400","Alugada","4","Médico","8000","D","14.96","0.14","Sim","2","Sim"
"0exeG3uP-MhGr","22","70000","Hipotecada","4","Empreendimento","5025","A",\N,"0.07","Não","2","Não"
"0eypyWWT-Qg0S","34","14400","Alugada","2","Pessoal","2500","B","10","0.17","Sim","5","Não"
"0F1HCH6f-mG7I","32","44400","Hipotecada","5","Melhora do lar","6500","D","14.84","0.15","Não","7","Sim"
"0f4kqpKJ-Ipqs","31","69000","Alugada","1","Pagamento de débitos","22000","D","13.67","0.32","Sim","7","Sim"
"0F4ZjR2j-QrzT","24","72250","Alugada","5","Médico","17600","E","17.19","0.21","Sim","4","Sim"
"0F73ebtg-cUMd","24","35000","Alugada","1","Pagamento de débitos","10000","B",\N,"0.29","Não","4","Não"
"0fcl4yJq-zTIX","35","34000","Alugada","1","Pessoal","9250","B","10.59","0.27","Sim","10","Não"
"0FCqPnAI-tHS6",\N,"82000","Hipotecada","2","Médico","2000","A",\N,"0.03","Não","3","Sim"
"0fDOePLC-Kt75","32","121500","Hipotecada","11","Empreendimento","6000","A","7.51","0.05","Não","6","Não"
"0fEPlFLC-6xJq","24","85000","Alugada","1","Empreendimento","10500","A","6.92","0.12","Não","3","Não"
"0FIMaAm6-xFsK","28","50000","Alugada","2","Educativo","2000","D","16.89","0.04","Sim","5","Não"
"0fLIxFpM-jS4j","23","30000","Alugada","7","Médico","10000","B","12.18","0.33","Sim","3","Não"
"0fm3ohOU-3NlO","24","61000","Alugada","8","Pessoal","11200","B","9.99","0.18","Não","3","Não"
"0Fo6Awuo-c9f2","23","83000","Hipotecada","5","Educativo","20000","B","11.83","0.24","Sim","4","Não"
"0fOwUGdS-aEEU","25","66000","Alugada","1","Melhora do lar","5050","B","11.49","0.08","Não","2","Não"
"0fP1s82F-x029","26","85000","Hipotecada","0","Empreendimento","20000","B","10.37","0.24","Não","2","Não"
"0FQBok0Q-P5b2","30","110000","Hipotecada","12","Médico","5000","B",\N,"0.05","Não","10","Não"
"0fvNJ24a-9X4J","21","36000","Alugada","3","Melhora do lar","11000","B","10.37","0.31","Sim","4","Não"
"0Fw9Bfp0-lEsG","22","95000","Hipotecada","1","Empreendimento","7200","C","12.23","0.08","Não","4","Sim"
"0fwgco9P-XDnF","21","36000","Alugada","3","Médico","10000","C","13.22","0.28","Não","4","Não"
"0FWvbQqZ-zbh9","40","38000","Alugada","4","Pagamento de débitos","7000","D","15.99","0.18","Sim","16","Não"
"0G1gxTZj-OFEn","35","200000","Alugada","7","Empreendimento","5000","B",\N,"0.03","Não","10","Não"
"0g2ybrbG-82pa","26","39600","Alugada","3","Pessoal","6000","B","12.42","0.15","Sim","3","Não"
"0g7M0qhC-I6EQ","26","75000","Alugada","2","Pessoal","16000","C","13.35","0.21","Não","2","Sim"
"0GEPMvNC-Sv6P","22","69528","Alugada","6","Pessoal","6000","C","12.99","0.09","Não","3","Sim"
"0GFemZW0-NZ8R","45","45000","Hipotecada","20","Pessoal","15625","A","8.9","0.35","Não","13","Não"
"0GgMo1zw-XYHR","29","26000","Própria","5","Empreendimento","4500","B","11.71","0.17","Não","5","Não"
"0GMtXfbo-Hv5e","29","72500","Alugada","1","Pessoal","7000","A","7.29","0.1","Não","5","Não"
"0gMwYier-eW8A","27","44004","Alugada","1","Educativo","11750","D","15.31","0.27","Sim","8","Sim"
"0gQA3g8p-8Rdj","25","75000","Hipotecada","9","Empreendimento","20000","B","10.62","0.27","Não","3","Não"
"0GqdKhZ3-tmHe","21","70000","Alugada","5","Pessoal","6000","",\N,"0.18","Sim","4","Não"
"0gqwGrwc-IyHN","35","126000","Alugada","19","Educativo","10000","D","16.29","0.08","Não","5","Não"
"0Gs3vgRu-if2J","35","30000","Hipotecada","2","Educativo","3300","A","5.99","0.11","Não","6","Não"
"0gsWPdzk-dnko","23","120000","Hipotecada","7","Empreendimento","4400","B","11.71","0.04","Não","3","Não"
"0GtJIxEv-rkD0","28","28800","Alugada","1","Empreendimento","12250","B","10.59","0.43","Sim","9","Não"
"0gXaKyOO-ckdF","24","95000","Alugada","8","Pessoal","17200","D","17.58","0.18","Não","3","Não"
"0gxaRH6F-iXMk","32","125000","Hipotecada","4","Educativo","9000","A","6.62","0.07","Não","10","Não"
"0GXxpU0Y-l1QA","30","60000","Hipotecada","8","Médico","7400","C","13.11","0.12","Não","8","Não"
"0GZvrlej-NeJj","23","33996","Alugada","0","Pessoal","5000","D","14.84","0.15","Sim","2","Sim"
"0gZZxMzh-oHxi","25","145000","Hipotecada","7","Médico","12000","A","5.79","0.08","Não","2","Não"
"0h1lfYtK-LS7I","28","115000","Hipotecada","3","Médico","18500","A",\N,"0.16","Não","7","Não"
"0H3THHdF-3Wvb","22","58000","Própria","6","Médico","20000","B","11.99","0.34","Não","4","Não"
"0h3YKjo9-g4sd","28","45996","Alugada","0","Médico","11000","D","14.74","0.24","Sim","7","Sim"
"0h9XLFLa-eOOf","27","80000","Hipotecada","11","Pessoal","8500","A","6.03","0.11","Não","6","Não"
"0hACAp0I-MKIE","48","41500","Alugada","3","Médico","5000","A","7.29","0.12","Não","16","Não"
"0HBMYFf4-aEkq","22","100000","Alugada","3","Médico","1200","A","8.59","0.01","Não","2","Não"
"0HFNNp4I-Ts5D","22","40800","Alugada","5","Médico","2000","A","6.62","0.05","Não","2","Não"
"0HiGe0re-juhc","26","100000","Alugada","0","Pagamento de débitos","15000","C","14.26","0.15","Não","2","Sim"
"0hKE8Jlk-q1KX","27","157500","Própria","6","Médico","25000","C","12.87","0.16","Não","6","Sim"
"0hM1SHZE-HDJb","33","38000","Hipotecada","0","Educativo","2500","C","13.22","0.07","Não","6","Não"
"0hM96PJM-U8OU","26","51000","Hipotecada","3","Pagamento de débitos","12000","A","7.29","0.24","Não","4","Não"
"0HMsXraX-cUxq","26","29000","Alugada","10","Pagamento de débitos","4200","B",\N,"0.14","Não","3","Não"
"0HN03dqk-bfjw","25","23000","Alugada","0","Educativo","2100","C","13.48","0.09","Não","4","Sim"
"0hqoeREn-Ct7O","39","36000","Hipotecada","1","Pessoal","7125","A","7.9","0.2","Não","12","Não"
"0Ht5Pphd-rhQa","30","50000","Hipotecada","3","Pessoal","6000","C",\N,"0.12","Não","7","Sim"
"0Hv9qXRD-PLdl","44","102000","Alugada","9","Médico","15000","A","8.94","0.15","Não","12","Não"
"0i0scds2-5Yeg","21","40000","Alugada","4","Empreendimento","5000","A","5.79","0.13","Não","2","Não"
"0i5DjPLz-9FDp","38","90000","Alugada","2","Médico","5000","A","8.49","0.06","Não","15","Não"
"0I88yHdn-CPCS","31","78000","Alugada","1","Pagamento de débitos","14000","A","9.63","0.18","Não","9","Não"
